step,elapsed_s,step_time_s,training_time_s,grad_norm,learning_rate,loss,rlt_loss,vla_loss
1189,448,0.354,0.352,0.652,1.12e-05,0.561,0.561,0.0
1190,448,0.354,0.352,0.836,1.12e-05,0.554,0.554,0.0
1191,449,0.353,0.351,0.684,1.12e-05,0.59,0.59,0.0
1192,449,0.355,0.353,0.824,1.11e-05,0.579,0.579,0.0
1193,449,0.354,0.351,0.652,1.11e-05,0.579,0.579,0.0
1194,450,0.355,0.352,1.41,1.11e-05,0.543,0.543,0.0
1195,450,0.354,0.351,0.852,1.11e-05,0.565,0.565,0.0
1196,450,0.356,0.354,0.852,1.11e-05,0.569,0.569,0.0
1197,451,0.356,0.354,1.09,1.1e-05,0.574,0.574,0.0
1198,451,0.356,0.354,1.05,1.1e-05,0.571,0.571,0.0
1199,452,0.355,0.353,0.574,1.1e-05,0.549,0.549,0.0
1200,452,0.353,0.351,0.824,1.1e-05,0.558,0.558,0.0
1201,452,0.356,0.353,1.41,1.1e-05,0.577,0.577,0.0
1202,453,0.358,0.354,1.06,1.1e-05,0.562,0.562,0.0
1203,453,0.355,0.353,1.57,1.09e-05,0.56,0.56,0.0
1204,453,0.356,0.353,1.2,1.09e-05,0.549,0.549,0.0
1205,454,0.356,0.353,1.68,1.09e-05,0.539,0.539,0.0
1206,454,0.355,0.352,1.59,1.09e-05,0.571,0.571,0.0
1207,454,0.355,0.352,0.652,1.09e-05,0.559,0.559,0.0
1208,455,0.354,0.352,1.92,1.08e-05,0.566,0.566,0.0
1209,455,0.356,0.354,1.52,1.08e-05,0.561,0.561,0.0
1210,455,0.356,0.354,1.25,1.08e-05,0.554,0.554,0.0
1211,456,0.356,0.354,1.94,1.08e-05,0.548,0.548,0.0
1212,456,0.356,0.354,0.762,1.08e-05,0.524,0.524,0.0
1213,457,0.358,0.356,1.58,1.08e-05,0.558,0.558,0.0
1214,457,0.358,0.356,1.64,1.07e-05,0.537,0.537,0.0
1215,457,0.358,0.356,0.605,1.07e-05,0.566,0.566,0.0
1216,458,0.358,0.356,1.36,1.07e-05,0.549,0.549,0.0
1217,458,0.362,0.359,1.09,1.07e-05,0.554,0.554,0.0
1218,458,0.36,0.358,1.22,1.07e-05,0.58,0.58,0.0
1219,459,0.358,0.356,1.27,1.06e-05,0.593,0.593,0.0
1220,459,0.359,0.357,0.742,1.06e-05,0.568,0.568,0.0
1221,459,0.353,0.351,0.777,1.06e-05,0.555,0.555,0.0
1222,460,0.354,0.351,0.633,1.06e-05,0.565,0.565,0.0
1223,460,0.354,0.352,0.758,1.06e-05,0.548,0.548,0.0
1224,461,0.355,0.353,0.734,1.06e-05,0.532,0.532,0.0
1225,461,0.357,0.355,0.797,1.05e-05,0.547,0.547,0.0
1226,461,0.354,0.352,0.824,1.05e-05,0.566,0.566,0.0
1227,462,0.355,0.353,0.582,1.05e-05,0.565,0.565,0.0
1228,462,0.355,0.353,0.73,1.05e-05,0.555,0.555,0.0
1229,462,0.355,0.353,0.754,1.05e-05,0.558,0.558,0.0
1230,463,0.356,0.354,0.711,1.05e-05,0.574,0.574,0.0
1231,463,0.356,0.354,0.887,1.04e-05,0.566,0.566,0.0
1232,463,0.355,0.352,0.914,1.04e-05,0.571,0.571,0.0
1233,464,0.355,0.353,0.785,1.04e-05,0.552,0.552,0.0
1234,464,0.355,0.353,0.902,1.04e-05,0.563,0.563,0.0
1235,465,0.357,0.354,0.609,1.04e-05,0.521,0.521,0.0
1236,465,0.356,0.354,1.02,1.03e-05,0.571,0.571,0.0
1237,465,0.355,0.353,0.543,1.03e-05,0.552,0.552,0.0
1238,466,0.357,0.355,1.18,1.03e-05,0.565,0.565,0.0
1239,466,0.355,0.353,0.715,1.03e-05,0.58,0.58,0.0
1240,466,0.356,0.354,0.715,1.03e-05,0.546,0.546,0.0
1241,467,0.354,0.352,0.914,1.03e-05,0.551,0.551,0.0
1242,467,0.355,0.353,0.996,1.02e-05,0.57,0.57,0.0
1243,467,0.355,0.353,0.734,1.02e-05,0.573,0.573,0.0
1244,468,0.356,0.354,1.05,1.02e-05,0.567,0.567,0.0
1245,468,0.356,0.354,0.555,1.02e-05,0.553,0.553,0.0
1246,468,0.356,0.354,0.617,1.02e-05,0.558,0.558,0.0
1247,469,0.355,0.352,0.773,1.01e-05,0.582,0.582,0.0
1248,469,0.355,0.353,0.797,1.01e-05,0.555,0.555,0.0
1249,470,0.356,0.353,0.797,1.01e-05,0.578,0.578,0.0
1250,470,0.357,0.354,0.547,1.01e-05,0.577,0.577,0.0
1251,470,0.357,0.355,0.855,1.01e-05,0.552,0.552,0.0
1252,471,0.354,0.352,0.82,1.01e-05,0.559,0.559,0.0
1253,471,0.357,0.354,0.758,1e-05,0.545,0.545,0.0
1254,471,0.357,0.355,1.0,1e-05,0.567,0.567,0.0
1255,472,0.357,0.354,0.844,1e-05,0.588,0.588,0.0
1256,472,0.356,0.354,1.24,9.99e-06,0.539,0.539,0.0
1257,472,0.354,0.352,0.812,9.97e-06,0.556,0.556,0.0
1258,473,0.356,0.354,0.887,9.96e-06,0.545,0.545,0.0
1259,473,0.359,0.357,0.762,9.94e-06,0.565,0.565,0.0
1260,474,0.356,0.354,0.648,9.92e-06,0.564,0.564,0.0
1261,474,0.355,0.353,1.08,9.9e-06,0.561,0.561,0.0
1262,474,0.355,0.353,0.551,9.89e-06,0.561,0.561,0.0
1263,475,0.355,0.353,0.895,9.87e-06,0.543,0.543,0.0
1264,475,0.356,0.353,0.801,9.85e-06,0.535,0.535,0.0
1265,475,0.355,0.353,0.699,9.83e-06,0.537,0.537,0.0
1266,476,0.359,0.357,1.26,9.82e-06,0.558,0.558,0.0
1267,476,0.358,0.355,0.801,9.8e-06,0.558,0.558,0.0
1268,476,0.358,0.356,1.17,9.78e-06,0.572,0.572,0.0
1269,477,0.36,0.357,0.867,9.76e-06,0.577,0.577,0.0
1270,477,0.361,0.358,0.801,9.75e-06,0.55,0.55,0.0
1271,477,0.36,0.357,0.902,9.73e-06,0.559,0.559,0.0
1272,478,0.36,0.358,0.672,9.71e-06,0.578,0.578,0.0
1273,478,0.359,0.357,0.75,9.7e-06,0.557,0.557,0.0
1274,479,0.359,0.357,0.75,9.68e-06,0.573,0.573,0.0
1275,479,0.361,0.358,0.594,9.66e-06,0.532,0.532,0.0
1276,479,0.359,0.357,0.785,9.64e-06,0.558,0.558,0.0
1277,480,0.355,0.353,0.707,9.63e-06,0.556,0.556,0.0
1278,480,0.354,0.352,0.957,9.61e-06,0.58,0.58,0.0
1279,480,0.356,0.353,0.848,9.59e-06,0.544,0.544,0.0
1280,481,0.355,0.352,1.4,9.57e-06,0.552,0.552,0.0
1281,481,0.355,0.353,1.14,9.56e-06,0.579,0.579,0.0
1282,481,0.356,0.354,1.49,9.54e-06,0.554,0.554,0.0
1283,482,0.355,0.353,1.39,9.52e-06,0.54,0.54,0.0
1284,482,0.358,0.355,0.754,9.51e-06,0.541,0.541,0.0
1285,483,0.355,0.353,0.824,9.49e-06,0.567,0.567,0.0
1286,483,0.356,0.354,0.848,9.47e-06,0.578,0.578,0.0
1287,483,0.356,0.353,1.16,9.45e-06,0.549,0.549,0.0
1288,484,0.356,0.353,0.941,9.44e-06,0.573,0.573,0.0
1289,484,0.361,0.358,0.758,9.42e-06,0.547,0.547,0.0
1290,484,0.358,0.355,1.05,9.4e-06,0.533,0.533,0.0
1291,485,0.357,0.354,0.602,9.38e-06,0.535,0.535,0.0
1292,485,0.354,0.352,1.34,9.37e-06,0.548,0.548,0.0
1293,485,0.354,0.351,0.973,9.35e-06,0.594,0.594,0.0
1294,486,0.353,0.351,1.28,9.33e-06,0.57,0.57,0.0
1295,486,0.356,0.354,1.38,9.32e-06,0.551,0.551,0.0
1296,487,0.355,0.353,0.992,9.3e-06,0.556,0.556,0.0
1297,487,0.356,0.354,1.17,9.28e-06,0.545,0.545,0.0
1298,487,0.356,0.353,0.969,9.27e-06,0.555,0.555,0.0
1299,488,0.354,0.352,1.23,9.25e-06,0.54,0.54,0.0
1300,488,0.361,0.358,1.6,9.23e-06,0.573,0.573,0.0
1301,488,0.361,0.359,0.688,9.21e-06,0.56,0.56,0.0
1302,489,0.352,0.35,1.26,9.2e-06,0.543,0.543,0.0
1303,489,0.355,0.353,0.871,9.18e-06,0.558,0.558,0.0
1304,489,0.355,0.352,0.855,9.16e-06,0.541,0.541,0.0
1305,490,0.354,0.351,0.816,9.15e-06,0.558,0.558,0.0
1306,490,0.355,0.352,0.926,9.13e-06,0.577,0.577,0.0
1307,490,0.355,0.353,1.01,9.11e-06,0.543,0.543,0.0
1308,491,0.355,0.353,1.1,9.1e-06,0.567,0.567,0.0
1309,491,0.355,0.353,0.703,9.08e-06,0.569,0.569,0.0
1310,492,0.355,0.353,1.05,9.06e-06,0.563,0.563,0.0
1311,492,0.357,0.355,0.684,9.04e-06,0.539,0.539,0.0
1312,492,0.355,0.353,0.547,9.03e-06,0.561,0.561,0.0
1313,493,0.358,0.355,0.98,9.01e-06,0.563,0.563,0.0
1314,493,0.353,0.351,0.762,8.99e-06,0.523,0.523,0.0
1315,493,0.355,0.353,1.4,8.98e-06,0.54,0.54,0.0
1316,494,0.357,0.354,1.38,8.96e-06,0.57,0.57,0.0
1317,494,0.356,0.354,0.691,8.94e-06,0.559,0.559,0.0
1318,494,0.356,0.354,1.54,8.93e-06,0.552,0.552,0.0
1319,495,0.355,0.353,1.17,8.91e-06,0.56,0.56,0.0
1320,495,0.356,0.353,1.16,8.89e-06,0.538,0.538,0.0
1321,496,0.356,0.354,1.38,8.88e-06,0.554,0.554,0.0
1322,496,0.357,0.354,0.883,8.86e-06,0.582,0.582,0.0
1323,496,0.355,0.353,0.965,8.84e-06,0.568,0.568,0.0
1324,497,0.355,0.353,0.855,8.83e-06,0.549,0.549,0.0
1325,497,0.355,0.353,0.672,8.81e-06,0.545,0.545,0.0
1326,497,0.354,0.352,0.953,8.79e-06,0.587,0.587,0.0
1327,498,0.355,0.352,1.14,8.78e-06,0.526,0.526,0.0
1328,498,0.354,0.352,0.93,8.76e-06,0.579,0.579,0.0
1329,498,0.355,0.352,0.613,8.74e-06,0.543,0.543,0.0
1330,499,0.354,0.352,0.707,8.73e-06,0.566,0.566,0.0
1331,499,0.355,0.353,0.648,8.71e-06,0.562,0.562,0.0
1332,499,0.354,0.351,0.723,8.69e-06,0.556,0.556,0.0
1333,500,0.355,0.353,0.793,8.68e-06,0.56,0.56,0.0
1334,500,0.356,0.354,0.547,8.66e-06,0.571,0.571,0.0
1335,501,0.355,0.353,0.758,8.64e-06,0.56,0.56,0.0
1336,501,0.354,0.352,0.738,8.63e-06,0.547,0.547,0.0
1337,501,0.355,0.353,0.543,8.61e-06,0.553,0.553,0.0
1338,502,0.356,0.353,0.582,8.59e-06,0.562,0.562,0.0
1339,502,0.358,0.356,0.633,8.58e-06,0.554,0.554,0.0
1340,502,0.356,0.354,0.672,8.56e-06,0.575,0.575,0.0
1341,503,0.352,0.35,0.523,8.54e-06,0.56,0.56,0.0
1342,503,0.354,0.351,0.781,8.53e-06,0.555,0.555,0.0
1343,503,0.351,0.349,0.773,8.51e-06,0.539,0.539,0.0
1344,504,0.349,0.347,1.03,8.49e-06,0.591,0.591,0.0
1345,505,0.953,0.952,0.926,8.48e-06,0.565,0.565,0.0
1346,505,0.352,0.35,0.934,8.46e-06,0.562,0.562,0.0
1347,505,0.358,0.355,1.29,8.44e-06,0.557,0.557,0.0
1348,506,0.345,0.343,0.707,8.43e-06,0.556,0.556,0.0
1349,506,0.365,0.363,0.766,8.41e-06,0.573,0.573,0.0
1350,507,0.346,0.344,0.625,8.4e-06,0.563,0.563,0.0
1351,507,0.358,0.356,0.535,8.38e-06,0.546,0.546,0.0
1352,507,0.346,0.344,0.895,8.36e-06,0.558,0.558,0.0
1353,508,0.361,0.359,0.555,8.35e-06,0.551,0.551,0.0
1354,508,0.348,0.346,0.559,8.33e-06,0.517,0.517,0.0
1355,508,0.356,0.354,0.82,8.31e-06,0.526,0.526,0.0
1356,509,0.356,0.354,0.691,8.3e-06,0.609,0.609,0.0
1357,509,0.356,0.354,1.32,8.28e-06,0.583,0.583,0.0
1358,509,0.356,0.353,0.953,8.27e-06,0.558,0.558,0.0
1359,510,0.355,0.353,2.05,8.25e-06,0.539,0.539,0.0
1360,510,0.356,0.354,1.81,8.23e-06,0.574,0.574,0.0
1361,510,0.358,0.356,0.816,8.22e-06,0.56,0.56,0.0
1362,511,0.356,0.353,1.6,8.2e-06,0.565,0.565,0.0
1363,511,0.356,0.353,2.09,8.18e-06,0.541,0.541,0.0
1364,512,0.355,0.353,1.05,8.17e-06,0.535,0.535,0.0
1365,512,0.357,0.355,1.45,8.15e-06,0.584,0.584,0.0
1366,512,0.356,0.354,2.12,8.14e-06,0.537,0.537,0.0
1367,513,0.357,0.354,1.7,8.12e-06,0.544,0.544,0.0
1368,513,0.356,0.354,0.945,8.1e-06,0.554,0.554,0.0
1369,513,0.354,0.351,1.41,8.09e-06,0.529,0.529,0.0
1370,514,0.356,0.354,1.22,8.07e-06,0.555,0.555,0.0
1371,514,0.357,0.355,0.859,8.06e-06,0.527,0.527,0.0
1372,514,0.355,0.352,1.12,8.04e-06,0.523,0.523,0.0
1373,515,0.355,0.353,0.672,8.02e-06,0.573,0.573,0.0
1374,515,0.356,0.354,0.539,8.01e-06,0.562,0.562,0.0
1375,515,0.355,0.352,0.711,7.99e-06,0.547,0.547,0.0
1376,516,0.357,0.355,0.949,7.98e-06,0.557,0.557,0.0
1377,516,0.358,0.356,0.617,7.96e-06,0.557,0.557,0.0
1378,517,0.355,0.353,0.676,7.94e-06,0.58,0.58,0.0
1379,517,0.356,0.354,0.82,7.93e-06,0.553,0.553,0.0
1380,517,0.356,0.354,0.879,7.91e-06,0.565,0.565,0.0
1381,518,0.356,0.354,0.707,7.9e-06,0.57,0.57,0.0
1382,518,0.356,0.354,0.668,7.88e-06,0.552,0.552,0.0
1383,518,0.356,0.354,0.645,7.86e-06,0.563,0.563,0.0
1384,519,0.355,0.353,0.492,7.85e-06,0.561,0.561,0.0
1385,519,0.355,0.353,0.656,7.83e-06,0.547,0.547,0.0
1386,519,0.356,0.353,0.629,7.82e-06,0.562,0.562,0.0
1387,520,0.358,0.355,0.543,7.8e-06,0.575,0.575,0.0
1388,520,0.356,0.354,0.727,7.78e-06,0.555,0.555,0.0
1389,521,0.355,0.353,0.695,7.77e-06,0.544,0.544,0.0
1390,521,0.355,0.353,0.656,7.75e-06,0.536,0.536,0.0
1391,521,0.357,0.355,0.797,7.74e-06,0.541,0.541,0.0
1392,522,0.356,0.354,0.66,7.72e-06,0.564,0.564,0.0
1393,522,0.356,0.354,0.551,7.71e-06,0.561,0.561,0.0
1394,522,0.356,0.354,0.742,7.69e-06,0.572,0.572,0.0
1395,523,0.355,0.353,0.594,7.67e-06,0.559,0.559,0.0
1396,523,0.355,0.353,0.758,7.66e-06,0.567,0.567,0.0
1397,523,0.356,0.354,0.676,7.64e-06,0.574,0.574,0.0
1398,524,0.356,0.353,0.535,7.63e-06,0.559,0.559,0.0
1399,524,0.355,0.353,0.594,7.61e-06,0.554,0.554,0.0
1400,524,0.355,0.353,0.473,7.6e-06,0.569,0.569,0.0
1401,525,0.356,0.354,0.551,7.58e-06,0.561,0.561,0.0
1402,525,0.357,0.355,0.676,7.57e-06,0.552,0.552,0.0
1403,526,0.356,0.353,0.652,7.55e-06,0.562,0.562,0.0
1404,526,0.356,0.354,0.645,7.53e-06,0.533,0.533,0.0
1405,526,0.354,0.351,0.473,7.52e-06,0.542,0.542,0.0
1406,527,0.356,0.353,0.531,7.5e-06,0.536,0.536,0.0
1407,527,0.356,0.353,0.59,7.49e-06,0.561,0.561,0.0
1408,527,0.355,0.353,0.551,7.47e-06,0.563,0.563,0.0
1409,528,0.356,0.354,0.531,7.46e-06,0.525,0.525,0.0
1410,528,0.355,0.353,0.555,7.44e-06,0.547,0.547,0.0
1411,528,0.358,0.356,0.496,7.43e-06,0.566,0.566,0.0
1412,529,0.356,0.354,0.496,7.41e-06,0.568,0.568,0.0
1413,529,0.357,0.354,0.812,7.4e-06,0.553,0.553,0.0
1414,530,0.355,0.352,0.52,7.38e-06,0.545,0.545,0.0
1415,530,0.355,0.352,0.602,7.37e-06,0.582,0.582,0.0
1416,530,0.357,0.354,0.645,7.35e-06,0.57,0.57,0.0
1417,531,0.358,0.355,0.633,7.33e-06,0.57,0.57,0.0
1418,531,0.356,0.354,0.68,7.32e-06,0.534,0.534,0.0
1419,531,0.356,0.353,0.486,7.3e-06,0.556,0.556,0.0
1420,532,0.354,0.351,0.562,7.29e-06,0.56,0.56,0.0
1421,532,0.358,0.356,0.652,7.27e-06,0.566,0.566,0.0
1422,532,0.355,0.353,0.629,7.26e-06,0.563,0.563,0.0
1423,533,0.355,0.353,0.498,7.24e-06,0.541,0.541,0.0
1424,533,0.355,0.353,0.758,7.23e-06,0.55,0.55,0.0
1425,533,0.356,0.353,0.891,7.21e-06,0.569,0.569,0.0
1426,534,0.356,0.354,0.852,7.2e-06,0.554,0.554,0.0
1427,534,0.357,0.354,0.918,7.18e-06,0.551,0.551,0.0
1428,535,0.356,0.353,0.984,7.17e-06,0.541,0.541,0.0
1429,535,0.355,0.353,0.715,7.15e-06,0.531,0.531,0.0
1430,535,0.355,0.353,1.04,7.14e-06,0.562,0.562,0.0
1431,536,0.355,0.353,0.637,7.12e-06,0.552,0.552,0.0
1432,536,0.362,0.36,1.05,7.11e-06,0.558,0.558,0.0
1433,536,0.361,0.358,0.965,7.09e-06,0.553,0.553,0.0
1434,537,0.355,0.353,0.715,7.08e-06,0.546,0.546,0.0
1435,537,0.354,0.351,1.41,7.06e-06,0.54,0.54,0.0
1436,537,0.354,0.352,0.852,7.05e-06,0.516,0.516,0.0
1437,538,0.353,0.351,0.789,7.03e-06,0.55,0.55,0.0
1438,538,0.355,0.353,1.05,7.02e-06,0.529,0.529,0.0
1439,539,0.355,0.353,0.664,7e-06,0.558,0.558,0.0
1440,539,0.354,0.352,0.668,6.99e-06,0.541,0.541,0.0
1441,539,0.356,0.353,0.781,6.97e-06,0.546,0.546,0.0
1442,540,0.356,0.354,0.574,6.96e-06,0.572,0.572,0.0
1443,540,0.362,0.36,0.754,6.94e-06,0.585,0.585,0.0
1444,540,0.36,0.357,0.475,6.93e-06,0.561,0.561,0.0
1445,541,0.356,0.353,0.459,6.91e-06,0.548,0.548,0.0
1446,541,0.356,0.354,0.555,6.9e-06,0.557,0.557,0.0
1447,541,0.355,0.353,0.562,6.88e-06,0.54,0.54,0.0
1448,542,0.355,0.353,0.645,6.87e-06,0.525,0.525,0.0
1449,542,0.355,0.352,0.508,6.85e-06,0.539,0.539,0.0
1450,543,0.355,0.353,0.594,6.84e-06,0.558,0.558,0.0
1451,543,0.356,0.353,0.512,6.83e-06,0.557,0.557,0.0
1452,543,0.356,0.353,0.637,6.81e-06,0.548,0.548,0.0
1453,544,0.356,0.353,0.439,6.8e-06,0.551,0.551,0.0
1454,544,0.356,0.353,0.555,6.78e-06,0.567,0.567,0.0
1455,544,0.357,0.355,0.508,6.77e-06,0.559,0.559,0.0
1456,545,0.355,0.352,0.523,6.75e-06,0.564,0.564,0.0
1457,545,0.357,0.355,0.684,6.74e-06,0.545,0.545,0.0
1458,545,0.354,0.351,0.668,6.72e-06,0.556,0.556,0.0
1459,546,0.353,0.351,0.605,6.71e-06,0.514,0.514,0.0
1460,546,0.353,0.351,1.12,6.69e-06,0.564,0.564,0.0
1461,546,0.355,0.353,0.676,6.68e-06,0.545,0.545,0.0
1462,547,0.356,0.354,0.992,6.67e-06,0.558,0.558,0.0
1463,547,0.354,0.352,0.809,6.65e-06,0.572,0.572,0.0
1464,548,0.356,0.353,0.527,6.64e-06,0.539,0.539,0.0
1465,548,0.354,0.352,1.27,6.62e-06,0.544,0.544,0.0
1466,548,0.356,0.354,0.996,6.61e-06,0.563,0.563,0.0
1467,549,0.357,0.354,0.723,6.59e-06,0.566,0.566,0.0
1468,549,0.355,0.353,0.945,6.58e-06,0.56,0.56,0.0
1469,549,0.355,0.353,0.977,6.56e-06,0.547,0.547,0.0
1470,550,0.355,0.353,0.828,6.55e-06,0.552,0.552,0.0
1471,550,0.354,0.352,0.984,6.54e-06,0.575,0.575,0.0
1472,550,0.357,0.354,0.684,6.52e-06,0.548,0.548,0.0
1473,551,0.357,0.355,1.04,6.51e-06,0.572,0.572,0.0
1474,551,0.355,0.353,1.12,6.49e-06,0.571,0.571,0.0
1475,551,0.355,0.353,0.652,6.48e-06,0.546,0.546,0.0
1476,552,0.356,0.353,0.973,6.46e-06,0.553,0.553,0.0
1477,552,0.356,0.353,0.875,6.45e-06,0.539,0.539,0.0
1478,553,0.356,0.354,0.719,6.44e-06,0.561,0.561,0.0
1479,553,0.355,0.353,0.973,6.42e-06,0.581,0.581,0.0
1480,553,0.355,0.353,0.508,6.41e-06,0.533,0.533,0.0
1481,554,0.353,0.351,0.949,6.39e-06,0.549,0.549,0.0
1482,554,0.357,0.355,0.762,6.38e-06,0.538,0.538,0.0
1483,554,0.357,0.355,0.613,6.37e-06,0.559,0.559,0.0
1484,555,0.356,0.354,0.945,6.35e-06,0.558,0.558,0.0
1485,555,0.355,0.353,0.68,6.34e-06,0.555,0.555,0.0
1486,555,0.356,0.354,0.482,6.32e-06,0.555,0.555,0.0
1487,556,0.356,0.354,0.934,6.31e-06,0.537,0.537,0.0
1488,556,0.356,0.354,0.742,6.3e-06,0.529,0.529,0.0
1489,557,0.355,0.353,0.629,6.28e-06,0.531,0.531,0.0
1490,557,0.356,0.354,0.699,6.27e-06,0.552,0.552,0.0
1491,557,0.355,0.353,0.805,6.25e-06,0.552,0.552,0.0
1492,558,0.357,0.354,0.49,6.24e-06,0.566,0.566,0.0
1493,558,0.355,0.353,0.664,6.23e-06,0.571,0.571,0.0
1494,558,0.355,0.353,0.629,6.21e-06,0.544,0.544,0.0
1495,559,0.355,0.353,0.551,6.2e-06,0.553,0.553,0.0
1496,559,0.356,0.354,0.426,6.19e-06,0.572,0.572,0.0
1497,559,0.357,0.354,0.875,6.17e-06,0.551,0.551,0.0
1498,560,0.356,0.354,0.594,6.16e-06,0.567,0.567,0.0
1499,560,0.355,0.353,0.582,6.14e-06,0.526,0.526,0.0
1500,560,0.355,0.353,0.801,6.13e-06,0.552,0.552,0.0
1501,561,0.355,0.352,0.961,6.12e-06,0.55,0.55,0.0
1502,561,0.356,0.354,0.633,6.1e-06,0.574,0.574,0.0
1503,562,0.359,0.357,0.805,6.09e-06,0.538,0.538,0.0
1504,562,0.356,0.354,0.859,6.08e-06,0.546,0.546,0.0
1505,563,0.788,0.785,0.719,6.06e-06,0.573,0.573,0.0
1506,563,0.353,0.351,0.512,6.05e-06,0.548,0.548,0.0
1507,563,0.353,0.35,1.2,6.04e-06,0.534,0.534,0.0
1508,564,0.354,0.352,0.863,6.02e-06,0.535,0.535,0.0
1509,564,0.353,0.351,0.805,6.01e-06,0.562,0.562,0.0
1510,565,0.355,0.352,0.707,5.99e-06,0.572,0.572,0.0
1511,565,0.357,0.354,0.988,5.98e-06,0.544,0.544,0.0
1512,565,0.355,0.353,0.656,5.97e-06,0.568,0.568,0.0
1513,566,0.355,0.353,0.688,5.95e-06,0.542,0.542,0.0
1514,566,0.356,0.353,0.711,5.94e-06,0.527,0.527,0.0
1515,566,0.357,0.355,0.832,5.93e-06,0.53,0.53,0.0
1516,567,0.354,0.351,0.602,5.91e-06,0.543,0.543,0.0
1517,567,0.355,0.353,0.404,5.9e-06,0.588,0.588,0.0
1518,567,0.357,0.355,0.891,5.89e-06,0.565,0.565,0.0
1519,568,0.356,0.353,0.859,5.87e-06,0.546,0.546,0.0
1520,568,0.354,0.352,0.516,5.86e-06,0.551,0.551,0.0
1521,568,0.357,0.355,0.648,5.85e-06,0.539,0.539,0.0
1522,569,0.355,0.353,0.73,5.83e-06,0.55,0.55,0.0
1523,569,0.357,0.354,0.641,5.82e-06,0.534,0.534,0.0
1524,570,0.356,0.354,0.637,5.81e-06,0.568,0.568,0.0
1525,570,0.358,0.356,0.562,5.8e-06,0.555,0.555,0.0
1526,570,0.356,0.354,0.785,5.78e-06,0.537,0.537,0.0
1527,571,0.355,0.352,0.66,5.77e-06,0.552,0.552,0.0
1528,571,0.353,0.351,0.648,5.76e-06,0.536,0.536,0.0
1529,571,0.356,0.354,0.598,5.74e-06,0.552,0.552,0.0
1530,572,0.357,0.355,0.777,5.73e-06,0.572,0.572,0.0
1531,572,0.355,0.353,0.664,5.72e-06,0.538,0.538,0.0
1532,572,0.355,0.353,0.539,5.7e-06,0.561,0.561,0.0
1533,573,0.355,0.353,0.652,5.69e-06,0.564,0.564,0.0
1534,573,0.357,0.355,0.758,5.68e-06,0.558,0.558,0.0
1535,574,0.356,0.353,0.475,5.66e-06,0.534,0.534,0.0
1536,574,0.356,0.354,0.617,5.65e-06,0.556,0.556,0.0
1537,574,0.356,0.354,0.801,5.64e-06,0.558,0.558,0.0
1538,575,0.355,0.353,0.836,5.63e-06,0.519,0.519,0.0
1539,575,0.355,0.353,0.746,5.61e-06,0.535,0.535,0.0
1540,575,0.355,0.353,0.941,5.6e-06,0.565,0.565,0.0
1541,576,0.356,0.354,0.504,5.59e-06,0.554,0.554,0.0
1542,576,0.356,0.353,1.11,5.57e-06,0.547,0.547,0.0
1543,576,0.355,0.353,0.891,5.56e-06,0.555,0.555,0.0
1544,577,0.358,0.355,0.59,5.55e-06,0.533,0.533,0.0
1545,577,0.357,0.355,1.02,5.54e-06,0.549,0.549,0.0
1546,577,0.355,0.353,0.609,5.52e-06,0.577,0.577,0.0
1547,578,0.357,0.354,0.555,5.51e-06,0.563,0.563,0.0
1548,578,0.353,0.351,0.594,5.5e-06,0.544,0.544,0.0
1549,579,0.356,0.354,0.855,5.49e-06,0.54,0.54,0.0
1550,579,0.355,0.353,0.498,5.47e-06,0.582,0.582,0.0
1551,579,0.357,0.354,0.77,5.46e-06,0.521,0.521,0.0
1552,580,0.356,0.353,0.438,5.45e-06,0.574,0.574,0.0
1553,580,0.354,0.352,0.746,5.44e-06,0.538,0.538,0.0
1554,580,0.358,0.356,0.404,5.42e-06,0.561,0.561,0.0
1555,581,0.356,0.354,0.605,5.41e-06,0.557,0.557,0.0
1556,581,0.357,0.354,0.797,5.4e-06,0.552,0.552,0.0
1557,581,0.355,0.353,0.459,5.39e-06,0.555,0.555,0.0
1558,582,0.355,0.353,0.598,5.37e-06,0.567,0.567,0.0
1559,582,0.356,0.354,0.941,5.36e-06,0.555,0.555,0.0
1560,583,0.356,0.354,0.49,5.35e-06,0.543,0.543,0.0
1561,583,0.356,0.354,0.551,5.34e-06,0.548,0.548,0.0
1562,583,0.355,0.353,0.746,5.32e-06,0.557,0.557,0.0
1563,584,0.355,0.352,0.668,5.31e-06,0.55,0.55,0.0
1564,584,0.356,0.354,0.586,5.3e-06,0.57,0.57,0.0
1565,584,0.356,0.353,0.91,5.29e-06,0.555,0.555,0.0
1566,585,0.353,0.351,0.475,5.27e-06,0.55,0.55,0.0
1567,585,0.352,0.349,0.746,5.26e-06,0.535,0.535,0.0
1568,585,0.35,0.348,0.602,5.25e-06,0.586,0.586,0.0
1569,586,0.965,0.962,0.531,5.24e-06,0.56,0.56,0.0
1570,587,0.346,0.344,0.789,5.23e-06,0.557,0.557,0.0
1571,587,0.363,0.36,0.402,5.21e-06,0.552,0.552,0.0
1572,587,0.347,0.345,0.715,5.2e-06,0.552,0.552,0.0
1573,588,0.372,0.369,0.594,5.19e-06,0.568,0.568,0.0
1574,588,0.352,0.35,0.617,5.18e-06,0.559,0.559,0.0
1575,589,0.364,0.361,0.484,5.17e-06,0.542,0.542,0.0
